global_step,acceptance_step,task_id,prompt_idx,sample_idx,reward,num_calls,timeout,done,finish_reason,classes
1,1,task_005558_3f18b608,0,26,1.0,24,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_005558_3f18b608,0,27,0.0,19,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_005558_3f18b608,0,28,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_005558_3f18b608,0,29,0.0,19,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_005558_3f18b608,0,30,0.0,14,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_005558_3f18b608,0,31,1.0,24,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009465_3ed6eca9,1,32,1.0,11,0,1,stop,
1,1,task_009465_3ed6eca9,1,33,1.0,21,0,1,stop,
1,1,task_009465_3ed6eca9,1,34,1.0,15,0,1,stop,
1,1,task_009465_3ed6eca9,1,35,1.0,13,0,1,stop,
1,1,task_009465_3ed6eca9,1,36,1.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009465_3ed6eca9,1,37,1.0,12,0,1,stop,
1,1,task_009465_3ed6eca9,1,38,1.0,20,0,1,stop,
1,1,task_009465_3ed6eca9,1,39,1.0,11,0,1,stop,
1,1,task_009465_3ed6eca9,1,40,1.0,12,0,1,stop,
1,1,task_009465_3ed6eca9,1,41,1.0,14,0,1,stop,
1,1,task_009465_3ed6eca9,1,42,1.0,15,0,1,stop,
1,1,task_009465_3ed6eca9,1,43,1.0,9,0,1,stop,
1,1,task_009465_3ed6eca9,1,44,1.0,10,0,1,stop,
1,1,task_009465_3ed6eca9,1,45,1.0,30,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009465_3ed6eca9,1,46,0.0,29,0,1,stop,BASELINE:failure_text
1,1,task_009465_3ed6eca9,1,47,1.0,16,0,1,stop,
1,1,task_009465_3ed6eca9,1,48,1.0,17,0,1,stop,BASELINE:nonzero_exit
1,1,task_009465_3ed6eca9,1,49,1.0,24,0,1,stop,BASELINE:nonzero_exit
1,1,task_009465_3ed6eca9,1,50,1.0,12,0,1,stop,
1,1,task_009465_3ed6eca9,1,51,1.0,14,0,1,stop,
1,1,task_009465_3ed6eca9,1,52,1.0,29,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009465_3ed6eca9,1,53,0.0,64,0,0,stop,
1,1,task_009465_3ed6eca9,1,54,1.0,14,0,1,stop,
1,1,task_009465_3ed6eca9,1,55,1.0,18,0,1,stop,
1,1,task_009465_3ed6eca9,1,56,1.0,11,0,1,stop,
1,1,task_009465_3ed6eca9,1,57,1.0,11,0,1,stop,
1,1,task_009465_3ed6eca9,1,58,1.0,14,0,1,stop,
1,1,task_009465_3ed6eca9,1,59,1.0,10,0,1,stop,
1,1,task_009465_3ed6eca9,1,60,1.0,15,0,1,stop,
1,1,task_009465_3ed6eca9,1,61,0.0,64,0,0,stop,
1,1,task_009465_3ed6eca9,1,62,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009465_3ed6eca9,1,63,1.0,12,0,1,stop,
1,1,task_002642_f2240af4,2,64,0.0,9,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom
1,1,task_002642_f2240af4,2,65,0.0,29,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,66,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
1,1,task_002642_f2240af4,2,67,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
1,1,task_002642_f2240af4,2,68,1.0,30,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,69,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
1,1,task_002642_f2240af4,2,70,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,71,0.0,13,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
1,1,task_002642_f2240af4,2,72,0.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom
1,1,task_002642_f2240af4,2,73,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,74,0.0,33,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom;SUSPECT:exit0_with_failure_in_same_call
1,1,task_002642_f2240af4,2,75,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,76,1.0,33,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,77,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,78,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,79,0.0,13,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom
1,1,task_002642_f2240af4,2,80,0.0,16,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom
1,1,task_002642_f2240af4,2,81,0.0,13,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom;SUSPECT:exit0_with_failure_in_same_call
1,1,task_002642_f2240af4,2,82,0.0,64,0,0,stop,BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,83,0.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom
1,1,task_002642_f2240af4,2,84,1.0,26,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,85,1.0,36,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,86,0.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom
1,1,task_002642_f2240af4,2,87,0.0,12,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom
1,1,task_002642_f2240af4,2,88,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
1,1,task_002642_f2240af4,2,89,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
1,1,task_002642_f2240af4,2,90,1.0,27,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,91,0.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom;SUSPECT:exit0_with_failure_in_same_call
1,1,task_002642_f2240af4,2,92,0.0,30,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom
1,1,task_002642_f2240af4,2,93,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_002642_f2240af4,2,94,0.0,9,0,1,stop,BASELINE:failure_text;INFRA:sandbox_oom;SUSPECT:exit0_with_failure_in_same_call
1,1,task_002642_f2240af4,2,95,0.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:sandbox_oom
1,1,task_000757_aaf4ddc1,3,96,1.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,97,1.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,98,0.0,19,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,99,1.0,22,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,100,1.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,101,1.0,20,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
1,1,task_000757_aaf4ddc1,3,102,1.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,103,1.0,9,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,104,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,105,1.0,23,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,106,1.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,107,1.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,108,1.0,12,0,1,stop,BASELINE:failure_text
1,1,task_000757_aaf4ddc1,3,109,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
1,1,task_000757_aaf4ddc1,3,110,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,111,1.0,22,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,112,1.0,23,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,113,1.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,114,1.0,43,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,115,1.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,116,1.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,117,1.0,22,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,118,1.0,13,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,119,1.0,29,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,120,1.0,20,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,121,1.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,122,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,123,1.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,124,1.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,125,1.0,20,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_000757_aaf4ddc1,3,126,1.0,10,0,1,stop,BASELINE:failure_text
1,1,task_000757_aaf4ddc1,3,127,1.0,16,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,128,1.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,129,1.0,11,0,1,stop,BASELINE:failure_text
1,1,task_006432_c57d406c,4,130,1.0,12,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,131,1.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,132,1.0,9,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,133,1.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,134,1.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
1,1,task_006432_c57d406c,4,135,1.0,10,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,136,1.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,137,1.0,13,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,138,1.0,14,0,1,stop,BASELINE:failure_text
1,1,task_006432_c57d406c,4,139,1.0,10,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,140,1.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,141,1.0,10,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,142,1.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,143,0.0,12,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,144,1.0,12,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,145,1.0,9,0,1,stop,BASELINE:failure_text
1,1,task_006432_c57d406c,4,146,1.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,147,1.0,11,0,1,stop,BASELINE:failure_text
1,1,task_006432_c57d406c,4,148,1.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,149,1.0,23,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,150,1.0,12,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,151,1.0,12,0,1,stop,BASELINE:failure_text
1,1,task_006432_c57d406c,4,152,1.0,25,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
1,1,task_006432_c57d406c,4,153,1.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,154,0.0,13,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,155,1.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,156,1.0,10,0,1,stop,BASELINE:failure_text
1,1,task_006432_c57d406c,4,157,1.0,21,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,158,1.0,13,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_006432_c57d406c,4,159,1.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,160,1.0,24,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,161,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,162,1.0,12,0,1,stop,BASELINE:failure_text
1,1,task_004656_198a3e16,5,163,1.0,16,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,164,1.0,15,0,1,stop,BASELINE:failure_text
1,1,task_004656_198a3e16,5,165,1.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,166,1.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,167,1.0,15,0,1,stop,BASELINE:failure_text
1,1,task_004656_198a3e16,5,168,1.0,22,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,169,1.0,15,0,1,stop,BASELINE:failure_text
1,1,task_004656_198a3e16,5,170,1.0,17,0,1,stop,BASELINE:failure_text
1,1,task_004656_198a3e16,5,171,1.0,23,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,172,0.0,13,1,1,stop,BASELINE:failure_text;INFRA:marked_timeout;TEXTUAL:tool_call_timeout_textual
1,1,task_004656_198a3e16,5,173,1.0,20,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,174,0.0,22,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,175,1.0,21,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,176,1.0,40,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,177,1.0,24,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,178,1.0,25,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,179,1.0,28,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,180,1.0,21,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,181,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,182,1.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,183,1.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,184,0.0,13,1,1,stop,BASELINE:failure_text;INFRA:marked_timeout;TEXTUAL:tool_call_timeout_textual
1,1,task_004656_198a3e16,5,185,1.0,15,0,1,stop,BASELINE:failure_text
1,1,task_004656_198a3e16,5,186,1.0,12,0,1,stop,BASELINE:failure_text
1,1,task_004656_198a3e16,5,187,1.0,18,0,1,stop,BASELINE:failure_text
1,1,task_004656_198a3e16,5,188,1.0,13,0,1,stop,BASELINE:failure_text
1,1,task_004656_198a3e16,5,189,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,190,1.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_004656_198a3e16,5,191,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009493_63d663e7,6,192,1.0,8,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,193,1.0,10,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,194,1.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009493_63d663e7,6,195,1.0,9,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009493_63d663e7,6,196,1.0,10,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,197,1.0,8,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,198,1.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009493_63d663e7,6,199,1.0,9,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,200,1.0,8,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,201,1.0,13,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009493_63d663e7,6,202,1.0,8,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,203,1.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009493_63d663e7,6,204,1.0,8,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,205,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009493_63d663e7,6,206,1.0,10,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,207,1.0,10,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009493_63d663e7,6,208,1.0,8,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,209,1.0,7,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,210,1.0,9,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,211,1.0,9,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,212,1.0,12,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,213,1.0,7,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,214,1.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009493_63d663e7,6,215,1.0,7,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,216,1.0,8,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,217,1.0,9,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,218,1.0,9,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,219,1.0,14,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,220,1.0,8,0,1,stop,BASELINE:failure_text
1,1,task_009493_63d663e7,6,221,1.0,12,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009493_63d663e7,6,222,1.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_009493_63d663e7,6,223,1.0,7,0,1,stop,BASELINE:failure_text
1,1,task_001743_0fc71c18,7,224,0.0,12,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
1,1,task_001743_0fc71c18,7,225,1.0,11,0,1,stop,
1,1,task_001743_0fc71c18,7,226,1.0,9,0,1,stop,
1,1,task_001743_0fc71c18,7,227,1.0,12,0,1,stop,
1,1,task_001743_0fc71c18,7,228,1.0,13,0,1,stop,
1,1,task_001743_0fc71c18,7,229,1.0,12,0,1,stop,
1,1,task_001743_0fc71c18,7,230,0.0,10,0,1,stop,BASELINE:failure_text
1,1,task_001743_0fc71c18,7,231,1.0,9,0,1,stop,
1,1,task_001743_0fc71c18,7,232,1.0,10,0,1,stop,
1,1,task_001743_0fc71c18,7,233,1.0,12,0,1,stop,
1,1,task_001743_0fc71c18,7,234,1.0,9,0,1,stop,
1,1,task_001743_0fc71c18,7,235,0.0,8,0,0,stop,
1,1,task_001743_0fc71c18,7,236,1.0,11,0,1,stop,
1,1,task_001743_0fc71c18,7,237,0.0,9,0,0,stop,
1,1,task_001743_0fc71c18,7,238,1.0,8,0,1,stop,
1,1,task_001743_0fc71c18,7,239,1.0,11,0,1,stop,
1,1,task_001743_0fc71c18,7,240,1.0,12,0,1,stop,
1,1,task_001743_0fc71c18,7,241,1.0,17,0,1,stop,
1,1,task_001743_0fc71c18,7,242,1.0,12,0,1,stop,
1,1,task_001743_0fc71c18,7,243,1.0,11,0,1,stop,
1,1,task_001743_0fc71c18,7,244,1.0,11,0,1,stop,
1,1,task_001743_0fc71c18,7,245,1.0,10,0,1,stop,
1,1,task_001743_0fc71c18,7,246,1.0,9,0,1,stop,
1,1,task_001743_0fc71c18,7,247,1.0,11,0,1,stop,
1,1,task_001743_0fc71c18,7,248,1.0,9,0,1,stop,
1,1,task_001743_0fc71c18,7,249,0.0,12,0,1,stop,BASELINE:failure_text
1,1,task_001743_0fc71c18,7,250,1.0,11,0,1,stop,
1,1,task_001743_0fc71c18,7,251,1.0,9,0,1,stop,
1,1,task_001743_0fc71c18,7,252,1.0,10,0,1,stop,
1,1,task_001743_0fc71c18,7,253,1.0,10,0,1,stop,
1,1,task_001743_0fc71c18,7,254,0.0,10,0,0,stop,
1,1,task_001743_0fc71c18,7,255,1.0,11,0,1,stop,
2,2,task_006954_db786942,0,0,1.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
2,2,task_006954_db786942,0,1,1.0,10,0,1,stop,
2,2,task_006954_db786942,0,2,1.0,11,0,1,stop,
2,2,task_006954_db786942,0,3,1.0,12,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
2,2,task_006954_db786942,0,4,1.0,16,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
2,2,task_006954_db786942,0,5,1.0,10,0,1,stop,
2,2,task_006954_db786942,0,6,1.0,8,0,1,stop,
2,2,task_006954_db786942,0,7,1.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
2,2,task_006954_db786942,0,8,1.0,11,0,1,stop,
2,2,task_006954_db786942,0,9,1.0,12,0,1,stop,BASELINE:failure_text
2,2,task_006954_db786942,0,10,1.0,9,0,1,stop,BASELINE:failure_text
2,2,task_006954_db786942,0,11,1.0,10,0,1,stop,
2,2,task_006954_db786942,0,12,1.0,10,0,1,stop,BASELINE:failure_text
